"JURISDICTION","YEAR","POPULATION","MURDER","RAPE","ROBBERY","AGG. ASSAULT","B & E","LARCENY THEFT","M/V THEFT","GRAND TOTAL","PERCENT CHANGE","VIOLENT CRIME TOTAL","VIOLENT CRIME PERCENT","VIOLENT CRIME PERCENT CHANGE","PROPERTY CRIME TOTALS","PROPERTY CRIME PERCENT","PROPERTY CRIME PERCENT CHANGE","OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
"Kent County","1984","16,877","0","2","4","39","109","375","17","546","8.8%","45","8.2%","-13.5%","501","91.8%","11.3%","3,235.2","10.4%","266.6","-12.2%","2,968.5","13%","0","11.9","23.7","231.1","645.8","2,222","100.7","0%","1.5%","-42%","-8%","-9.3%","22.7%","-4.2%"
"Kent County","1985","16,864","0","4","4","58","127","322","22","537","-1.6%","66","12.3%","46.7%","471","87.7%","-6%","3,184.3","-1.6%","391.4","46.8%","2,792.9","-5.9%","0","23.7","23.7","343.9","753.1","1,909.4","130.5","0%","100.2%","0.1%","48.8%","16.6%","-14.1%","29.5%"
"Kent County","1986","17,127","1","10","3","44","168","292","18","536","-0.2%","58","10.8%","-12.1%","478","89.2%","1.5%","3,129.6","-1.7%","338.6","-13.5%","2,790.9","-0.1%","5.8","58.4","17.5","256.9","980.9","1,704.9","105.1","583.9%","146.2%","-26.2%","-25.3%","30.3%","-10.7%","-19.4%"
"Kent County","1987","17,171","0","7","4","31","105","295","18","460","-14.2%","42","9.1%","-27.6%","418","90.9%","-12.6%","2,678.9","-14.4%","244.6","-27.8%","2,434.3","-12.8%","0","40.8","23.3","180.5","611.5","1,718","104.8","-100%","-30.2%","33%","-29.7%","-37.7%","0.8%","-0.3%"
"Kent County","1988","17,410","1","2","3","34","90","238","16","384","-16.5%","40","10.4%","-4.8%","344","89.6%","-17.7%","2,205.6","-17.7%","229.8","-6.1%","1,975.9","-18.8%","5.7","11.5","17.2","195.3","516.9","1,367","91.9","574.4%","-71.8%","-26%","8.2%","-15.5%","-20.4%","-12.3%"
"Kent County","1989","17,266","2","3","6","36","108","237","22","414","7.8%","47","11.4%","17.5%","367","88.6%","6.7%","2,397.8","8.7%","272.2","18.5%","2,125.6","7.6%","11.6","17.4","34.8","208.5","625.5","1,372.6","127.4","101.7%","51.3%","101.7%","6.8%","21%","0.4%","38.6%"
"Kent County","1990","17,842","1","7","3","42","126","328","31","538","30%","53","9.9%","12.8%","485","90.1%","32.2%","3,015.4","25.8%","297.1","9.1%","2,718.3","27.9%","5.6","39.2","16.8","235.4","706.2","1,838.4","173.7","-51.6%","125.8%","-51.6%","12.9%","12.9%","33.9%","36.4%"
"Kent County","1991","18,134","0","5","5","49","135","270","14","478","-11.2%","59","12.3%","11.3%","419","87.7%","-13.6%","2,635.9","-12.6%","325.4","9.5%","2,310.6","-15%","0","27.6","27.6","270.2","744.5","1,488.9","77.2","-100%","-29.7%","64%","14.8%","5.4%","-19%","-55.6%"
"Kent County","1992","18,312","0","1","3","60","143","306","20","533","11.5%","64","12%","8.5%","469","88%","11.9%","2,910.7","10.4%","349.5","7.4%","2,561.2","10.8%","0","5.5","16.4","327.7","780.9","1,671","109.2","0%","-80.2%","-40.6%","21.3%","4.9%","12.2%","41.5%"
"Kent County","1993","18,550","0","5","9","71","155","278","23","541","1.5%","85","15.7%","32.8%","456","84.3%","-2.8%","2,916.4","0.2%","458.2","31.1%","2,458.2","-4%","0","27","48.5","382.7","835.6","1,498.7","124","0%","393.6%","196.2%","16.8%","7%","-10.3%","13.5%"
"Kent County","1994","18,702","1","6","7","61","116","248","17","456","-15.7%","75","16.4%","-11.8%","381","83.6%","-16.4%","2,438.2","-16.4%","401","-12.5%","2,037.2","-17.1%","5.3","32.1","37.4","326.2","620.3","1,326.1","90.9","534.7%","19%","-22.9%","-14.8%","-25.8%","-11.5%","-26.7%"
"Kent County","1995","18,820","0","6","2","77","126","321","31","563","23.5%","85","15.1%","13.3%","478","84.9%","25.5%","2,991.5","22.7%","451.6","12.6%","2,539.9","24.7%","0","31.9","10.6","409.1","669.5","1,705.6","164.7","-100%","-0.6%","-71.6%","25.4%","7.9%","28.6%","81.2%"
"Kent County","1996","18,931","0","1","4","53","108","230","8","404","-28.2%","58","14.4%","-31.8%","346","85.6%","-27.6%","2,134.1","-28.7%","306.4","-32.2%","1,827.7","-28%","0","5.3","21.1","280","570.5","1,214.9","42.3","0%","-83.4%","98.8%","-31.6%","-14.8%","-28.8%","-74.3%"
"Kent County","1997","19,012","1","4","7","44","113","208","19","396","-2%","56","14.1%","-3.4%","340","85.9%","-1.7%","2,082.9","-2.4%","294.6","-3.9%","1,788.3","-2.2%","5.3","21","36.8","231.4","594.4","1,094","99.9","526%","298.3%","74.3%","-17.3%","4.2%","-10%","136.5%"
"Kent County","1998","19,220","0","7","3","29","135","274","28","476","20.2%","39","8.2%","-30.4%","437","91.8%","28.5%","2,476.6","18.9%","202.9","-31.1%","2,273.7","27.1%","0","36.4","15.6","150.9","702.4","1,425.6","145.7","-100%","73.1%","-57.6%","-34.8%","18.2%","30.3%","45.8%"
"Kent County","1999","19,061","3","2","7","31","139","169","17","368","-22.7%","43","11.7%","10.3%","325","88.3%","-25.6%","1,930.6","-22%","225.6","11.2%","1,705.1","-25%","15.7","10.5","36.7","162.6","729.2","886.6","89.2","1,573.9%","-71.2%","135.3%","7.8%","3.8%","-37.8%","-38.8%"
"Kent County","2000","19,197","0","3","14","41","141","196","13","408","10.9%","58","14.2%","34.9%","350","85.8%","7.7%","2,125.3","10.1%","302.1","33.9%","1,823.2","6.9%","0","15.6","72.9","213.6","734.5","1,021","67.7","-100%","48.9%","98.6%","31.3%","0.7%","15.2%","-24.1%"
"Kent County","2001","19,482","0","7","10","43","112","209","19","400","-2%","60","15%","3.4%","340","85%","-2.9%","2,053.2","-3.4%","308","1.9%","1,745.2","-4.3%","0","35.9","51.3","220.7","574.9","1,072.8","97.5","0%","129.9%","-29.6%","3.3%","-21.7%","5.1%","44%"
"Kent County","2002","19,783","0","8","16","66","117","281","20","508","27%","90","17.7%","50%","418","82.3%","22.9%","2,567.9","25.1%","454.9","47.7%","2,112.9","21.1%","0","40.4","80.9","333.6","591.4","1,420.4","101.1","0%","12.5%","57.6%","51.2%","2.9%","32.4%","3.7%"
"Kent County","2003","19,795","0","7","10","61","77","196","21","372","-26.8%","78","21%","-13.3%","294","79%","-29.7%","1,879.3","-26.8%","394","-13.4%","1,485.2","-29.7%","0","35.4","50.5","308.2","389","990.1","106.1","0%","-12.6%","-37.5%","-7.6%","-34.2%","-30.3%","4.9%"
"Kent County","2004","19,856","0","3","8","47","140","211","29","438","17.7%","58","13.2%","-25.6%","380","86.8%","29.3%","2,205.9","17.4%","292.1","-25.9%","1,913.8","28.9%","0","15.1","40.3","236.7","705.1","1,062.7","146.1","0%","-57.3%","-20.2%","-23.2%","81.3%","7.3%","37.7%"
"Kent County","2005","19,731","1","4","15","69","87","194","24","394","-10%","89","22.6%","53.4%","305","77.4%","-19.7%","1,996.9","-9.5%","451.1","54.4%","1,545.8","-19.2%","5.1","20.3","76","349.7","440.9","983.2","121.6","506.8%","34.2%","88.7%","47.7%","-37.5%","-7.5%","-16.7%"
"Kent County","2006","19,954","0","2","15","59","125","249","17","467","18.5%","76","16.3%","-14.6%","391","83.7%","28.2%","2,340.4","17.2%","380.9","-15.6%","1,959.5","26.8%","0","10","75.2","295.7","626.4","1,247.9","85.2","-100%","-50.6%","-1.1%","-15.4%","42.1%","26.9%","-30%"
"Kent County","2007","19,926","0","2","11","67","141","201","12","434","-7.1%","80","18.4%","5.3%","354","81.6%","-9.5%","2,178.1","-6.9%","401.5","5.4%","1,776.6","-9.3%","0","10","55.2","336.2","707.6","1,008.7","60.2","0%","0.1%","-26.6%","13.7%","13%","-19.2%","-29.3%"
"Kent County","2008","19,936","1","7","19","86","158","234","25","530","22.1%","113","21.3%","41.3%","417","78.7%","17.8%","2,658.5","22.1%","566.8","41.2%","2,091.7","17.7%","5","35.1","95.3","431.4","792.5","1,173.8","125.4","501.6%","249.8%","72.6%","28.3%","12%","16.4%","108.2%"
"Kent County","2009","20,351","1","1","14","70","130","195","13","424","-20%","86","20.3%","-23.9%","338","79.7%","-18.9%","2,083.4","-21.6%","422.6","-25.4%","1,660.9","-20.6%","4.9","4.9","68.8","344","638.8","958.2","63.9","-2%","-86%","-27.8%","-20.3%","-19.4%","-18.4%","-49.1%"
"Kent County","2010","20,464","0","3","13","36","134","212","21","419","-1.2%","52","12.4%","-39.5%","367","87.6%","8.6%","2,047.5","-1.7%","254.1","-39.9%","1,793.4","8%","0","14.7","63.5","175.9","654.8","1,036","102.6","-100%","198.3%","-7.7%","-48.9%","2.5%","8.1%","60.6%"
"Kent County","2011","20,388","0","3","9","53","165","209","16","455","8.6%","65","14.3%","25%","390","85.7%","6.3%","2,231.7","9%","318.8","25.5%","1,912.9","6.7%","0","14.7","44.1","260","809.3","1,025.1","78.5","0%","0.4%","-30.5%","47.8%","23.6%","-1%","-23.5%"
"Kent County","2012","20,399","0","7","21","57","113","234","9","441","-3.1%","85","19.3%","30.8%","356","80.7%","-8.7%","2,161.9","-3.1%","416.7","30.7%","1,745.2","-8.8%","0","34.3","102.9","279.4","553.9","1,147.1","44.1","0%","133.2%","133.2%","7.5%","-31.6%","11.9%","-43.8%"
"Kent County","2013","20,232","0","0","22","42","100","227","10","401","-9.1%","64","16%","-24.7%","337","84%","-5.3%","1,982","-8.3%","316.3","-24.1%","1,665.7","-4.6%","0","0","108.7","207.6","494.3","1,122","49.4","0%","-100%","5.6%","-25.7%","-10.8%","-2.2%","12%"
"Kent County","2014","19,915","0","1","6","39","125","210","5","386","-3.7%","46","11.9%","-28.1%","340","88.1%","0.9%","1,938.2","-2.2%","231","-27%","1,707.3","2.5%","0","5","30.1","195.8","627.7","1,054.5","25.1","0%","502.1%","-72.3%","-5.7%","27%","-6%","-49.2%"
"Kent County","2015","19,664","0","6","22","50","131","170","3","382","-1%","78","20.4%","69.6%","304","79.6%","-10.6%","1,942.6","0.2%","396.7","71.7%","1,546","-9.4%","0","30.5","111.9","254.3","666.2","864.5","15.3","0%","507.7%","271.3%","29.8%","6.1%","-18%","-39.2%"
"Kent County","2016","19,592","0","3","14","24","89","158","6","294","-23%","41","13.9%","-47.4%","253","86.1%","-16.8%","1,500.6","-22.8%","209.3","-47.2%","1,291.3","-16.5%","0","15.3","71.5","122.5","454.3","806.5","30.6","0%","-49.8%","-36.1%","-51.8%","-31.8%","-6.7%","100.7%"
"Kent County","2017","19,642","1","4","8","16","63","117","6","215","-26.9%","29","13.5%","-29.3%","186","86.5%","-26.5%","1,094.6","-27.1%","147.6","-29.4%","947","-26.7%","5.1","20.4","40.7","81.5","320.7","595.7","30.5","509.1%","33%","-43%","-33.5%","-29.4%","-26.1%","-0.3%"
"Kent County","2018","19,116","0","5","5","17","37","108","2","174","-19.1%","27","15.5%","-6.9%","147","84.5%","-21%","910.2","-16.8%","141.2","-4.3%","769","-18.8%","0","26.2","26.2","88.9","193.6","565","10.5","0%","28.4%","-35.8%","9.2%","-39.7%","-5.2%","-65.7%"
"Kent County","2019","19,186","0","3","7","11","56","121","5","203","16.7%","21","10.3%","-22.2%","182","89.7%","23.8%","1,058.1","16.2%","109.5","-22.5%","948.6","23.4%","0","15.6","36.5","57.3","291.9","630.7","26.1","0%","-40.2%","39.5%","-35.5%","50.8%","11.6%","149.1%"
"Kent County","2020","19,273","0","3","6","17","32","91","3","152","-25.1%","26","17.1%","23.8%","126","82.9%","-30.8%","788.7","-25.5%","134.9","23.3%","653.8","-31.1%","0","15.6","31.1","88.2","166","472.2","15.6","0%","-0.5%","-14.7%","53.8%","-43.1%","-25.1%","-40.3%"
"Montgomery County","1975","571,436","21","92","651","367","5,860","17,060","2,029","26,080",,"1,131","4.3%",,"24,949","95.7%",,"4,563.9",,"197.9",,"4,366",,"3.7","16.1","113.9","64.2","1,025.5","2,985.5","355.1",,,,,,,
"Montgomery County","1976","570,275","28","96","638","360","5,584","15,999","1,655","24,360","-6.6%","1,122","4.6%","-0.8%","23,238","95.4%","-6.9%","4,271.6","-6.4%","196.7","-0.6%","4,074.9","-6.7%","4.9","16.8","111.9","63.1","979.2","2,805.5","290.2","33.6%","4.6%","-1.8%","-1.7%","-4.5%","-6%","-18.3%"
"Montgomery County","1977","575,310","15","120","520","462","5,766","16,184","1,739","24,806","1.8%","1,117","4.5%","-0.4%","23,689","95.5%","1.9%","4,311.8","0.9%","194.2","-1.3%","4,117.6","1%","2.6","20.9","90.4","80.3","1,002.2","2,813.1","302.3","-46.9%","23.9%","-19.2%","27.2%","2.4%","0.3%","4.2%"
"Montgomery County","1978","582,458","12","122","595","598","5,932","17,044","1,731","26,034","5%","1,327","5.1%","18.8%","24,707","94.9%","4.3%","4,469.7","3.7%","227.8","17.3%","4,241.9","3%","2.1","20.9","102.2","102.7","1,018.4","2,926.2","297.2","-21%","0.4%","13%","27.8%","1.6%","4%","-1.7%"
"Montgomery County","1979","576,776","17","137","606","670","6,522","20,127","2,163","30,242","16.2%","1,430","4.7%","7.8%","28,812","95.3%","16.6%","5,243.3","17.3%","247.9","8.8%","4,995.4","17.8%","2.9","23.8","105.1","116.2","1,130.8","3,489.6","375","43.1%","13.4%","2.9%","13.1%","11%","19.3%","26.2%"
"Montgomery County","1980","574,093","17","151","852","553","8,348","19,615","1,938","31,474","4.1%","1,573","5%","10%","29,901","95%","3.8%","5,482.4","4.6%","274","10.5%","5,208.4","4.3%","3","26.3","148.4","96.3","1,454.1","3,416.7","337.6","0.5%","10.7%","41.3%","-17.1%","28.6%","-2.1%","-10%"
"Montgomery County","1981","583,513","13","167","955","733","7,135","19,958","2,000","30,961","-1.6%","1,868","6%","18.8%","29,093","94%","-2.7%","5,306","-3.2%","320.1","16.8%","4,985.8","-4.3%","2.2","28.6","163.7","125.6","1,222.8","3,420.3","342.8","-24.8%","8.8%","10.3%","30.4%","-15.9%","0.1%","1.5%"
"Montgomery County","1982","584,061","20","173","729","879","5,960","18,052","1,687","27,500","-11.2%","1,801","6.5%","-3.6%","25,699","93.5%","-11.7%","4,708.4","-11.3%","308.4","-3.7%","4,400.1","-11.7%","3.4","29.6","124.8","150.5","1,020.4","3,090.8","288.8","53.7%","3.5%","-23.7%","19.8%","-16.5%","-9.6%","-15.7%"
"Montgomery County","1983","589,400","16","132","665","716","5,047","15,391","1,401","23,368","-15%","1,529","6.5%","-15.1%","21,839","93.5%","-15%","3,964.7","-15.8%","259.4","-15.9%","3,705.3","-15.8%","2.7","22.4","112.8","121.5","856.3","2,611.3","237.7","-20.7%","-24.4%","-9.6%","-19.3%","-16.1%","-15.5%","-17.7%"
"Montgomery County","1984","605,398","14","146","636","845","5,112","15,899","1,601","24,253","3.8%","1,641","6.8%","7.3%","22,612","93.2%","3.5%","4,006.1","1%","271.1","4.5%","3,735.1","0.8%","2.3","24.1","105.1","139.6","844.4","2,626.2","264.5","-14.8%","7.7%","-6.9%","14.9%","-1.4%","0.6%","11.3%"
"Montgomery County","1985","630,126","12","127","728","892","5,430","17,007","1,986","26,182","8%","1,759","6.7%","7.2%","24,423","93.3%","8%","4,155","3.7%","279.2","3%","3,875.9","3.8%","1.9","20.2","115.5","141.6","861.7","2,699","315.2","-17.6%","-16.4%","10%","1.4%","2.1%","2.8%","19.2%"
"Montgomery County","1986","640,356","8","145","695","900","5,010","18,056","2,291","27,105","3.5%","1,748","6.4%","-0.6%","25,357","93.6%","3.8%","4,232.8","1.9%","273","-2.2%","3,959.8","2.2%","1.2","22.6","108.5","140.5","782.4","2,819.7","357.8","-34.4%","12.3%","-6.1%","-0.7%","-9.2%","4.5%","13.5%"
"Montgomery County","1987","675,886","17","173","738","928","5,338","18,950","2,640","28,784","6.2%","1,856","6.4%","6.2%","26,928","93.6%","6.2%","4,258.7","0.6%","274.6","0.6%","3,984.1","0.6%","2.5","25.6","109.2","137.3","789.8","2,803.7","390.6","101.3%","13%","0.6%","-2.3%","0.9%","-0.6%","9.2%"
"Montgomery County","1988","702,535","19","184","812","973","5,529","19,887","3,218","30,622","6.4%","1,988","6.5%","7.1%","28,634","93.5%","6.3%","4,358.8","2.4%","283","3%","4,075.8","2.3%","2.7","26.2","115.6","138.5","787","2,830.7","458.1","7.5%","2.3%","5.9%","0.9%","-0.4%","1%","17.3%"
"Montgomery County","1989","715,912","21","200","866","900","4,505","18,204","3,010","27,706","-9.5%","1,987","7.2%","-0.1%","25,719","92.8%","-10.2%","3,870","-11.2%","277.5","-1.9%","3,592.5","-11.9%","2.9","27.9","121","125.7","629.3","2,542.8","420.4","8.5%","6.7%","4.7%","-9.2%","-20%","-10.2%","-8.2%"
"Montgomery County","1990","757,027","25","204","863","1,106","4,973","20,295","3,023","30,489","10%","2,198","7.2%","10.6%","28,291","92.8%","10%","4,027.5","4.1%","290.3","4.6%","3,737.1","4%","3.3","26.9","114","146.1","656.9","2,680.9","399.3","12.6%","-3.5%","-5.8%","16.2%","4.4%","5.4%","-5%"
"Montgomery County","1991","769,456","26","220","1,045","1,281","5,263","23,538","3,378","34,751","14%","2,572","7.4%","17%","32,179","92.6%","13.7%","4,516.3","12.1%","334.3","15.1%","4,182","11.9%","3.4","28.6","135.8","166.5","684","3,059","439","2.3%","6.1%","19.1%","14%","4.1%","14.1%","9.9%"
"Montgomery County","1992","777,056","21","189","993","1,296","4,971","22,821","3,134","33,425","-3.8%","2,499","7.5%","-2.8%","30,926","92.5%","-3.9%","4,301.5","-4.8%","321.6","-3.8%","3,979.9","-4.8%","2.7","24.3","127.8","166.8","639.7","2,936.9","403.3","-20%","-14.9%","-5.9%","0.2%","-6.5%","-4%","-8.1%"
"Montgomery County","1993","788,643","30","212","903","1,135","4,648","21,878","3,159","31,965","-4.4%","2,280","7.1%","-8.8%","29,685","92.9%","-4%","4,053.2","-5.8%","289.1","-10.1%","3,764.1","-5.4%","3.8","26.9","114.5","143.9","589.4","2,774.1","400.6","40.8%","10.5%","-10.4%","-13.7%","-7.9%","-5.5%","-0.7%"
"Montgomery County","1994","795,132","34","199","937","1,145","4,625","23,696","3,370","34,006","6.4%","2,315","6.8%","1.5%","31,691","93.2%","6.8%","4,276.8","5.5%","291.1","0.7%","3,985.6","5.9%","4.3","25","117.8","144","581.7","2,980.1","423.8","12.4%","-6.9%","2.9%","0.1%","-1.3%","7.4%","5.8%"
"Montgomery County","1995","808,499","21","222","1,088","1,190","4,817","24,307","3,388","35,033","3%","2,521","7.2%","8.9%","32,512","92.8%","2.6%","4,333.1","1.3%","311.8","7.1%","4,021.3","0.9%","2.6","27.5","134.6","147.2","595.8","3,006.4","419","-39.3%","9.7%","14.2%","2.2%","2.4%","0.9%","-1.1%"
"Montgomery County","1996","813,307","13","160","1,038","1,075","4,670","24,449","3,329","34,734","-0.9%","2,286","6.6%","-9.3%","32,448","93.4%","-0.2%","4,270.7","-1.4%","281.1","-9.9%","3,989.6","-0.8%","1.6","19.7","127.6","132.2","574.2","3,006.1","409.3","-38.5%","-28.4%","-5.2%","-10.2%","-3.6%","0%","-2.3%"
"Montgomery County","1997","822,028","23","189","913","1,171","4,144","23,014","3,226","32,680","-5.9%","2,296","7%","0.4%","30,384","93%","-6.4%","3,975.5","-6.9%","279.3","-0.6%","3,696.2","-7.4%","2.8","23","111.1","142.5","504.1","2,799.7","392.4","75%","16.9%","-13%","7.8%","-12.2%","-6.9%","-4.1%"
"Montgomery County","1998","833,420","13","167","796","1,038","4,218","22,044","2,815","31,091","-4.9%","2,014","6.5%","-12.3%","29,077","93.5%","-4.3%","3,730.5","-6.2%","241.7","-13.5%","3,488.9","-5.6%","1.6","20","95.5","124.5","506.1","2,645","337.8","-44.3%","-12.8%","-14%","-12.6%","0.4%","-5.5%","-13.9%"
"Montgomery County","1999","846,910","13","136","713","830","3,873","19,017","2,667","27,249","-12.4%","1,692","6.2%","-16%","25,557","93.8%","-12.1%","3,217.5","-13.8%","199.8","-17.3%","3,017.7","-13.5%","1.5","16.1","84.2","98","457.3","2,245.5","314.9","-1.6%","-19.9%","-11.9%","-21.3%","-9.6%","-15.1%","-6.8%"
"Montgomery County","2000","873,341","12","177","813","871","3,777","18,990","2,904","27,544","1.1%","1,873","6.8%","10.7%","25,671","93.2%","0.4%","3,153.9","-2%","214.5","7.3%","2,939.4","-2.6%","1.4","20.3","93.1","99.7","432.5","2,174.4","332.5","-10.5%","26.2%","10.6%","1.8%","-5.4%","-3.2%","5.6%"
"Montgomery County","2001","886,314","19","146","895","912","3,707","18,970","3,353","28,002","1.7%","1,972","7%","5.3%","26,030","93%","1.4%","3,159.4","0.2%","222.5","3.7%","2,936.9","-0.1%","2.1","16.5","101","102.9","418.2","2,140.3","378.3","56%","-18.7%","8.5%","3.2%","-3.3%","-1.6%","13.8%"
"Montgomery County","2002","899,994","32","145","977","950","3,996","19,733","3,958","29,791","6.4%","2,104","7.1%","6.7%","27,687","92.9%","6.4%","3,310.1","4.8%","233.8","5.1%","3,076.4","4.7%","3.6","16.1","108.6","105.6","444","2,192.6","439.8","65.9%","-2.2%","7.5%","2.6%","6.2%","2.4%","16.2%"
"Montgomery County","2003","918,624","23","148","1,076","1,015","4,273","18,468","3,676","28,679","-3.7%","2,262","7.9%","7.5%","26,417","92.1%","-4.6%","3,122","-5.7%","246.2","5.3%","2,875.7","-6.5%","2.5","16.1","117.1","110.5","465.2","2,010.4","400.2","-29.6%","0%","7.9%","4.7%","4.8%","-8.3%","-9%"
"Montgomery County","2004","927,079","18","149","856","1,037","3,893","16,083","2,730","24,766","-13.6%","2,060","8.3%","-8.9%","22,706","91.7%","-14%","2,671.4","-14.4%","222.2","-9.8%","2,449.2","-14.8%","1.9","16.1","92.3","111.9","419.9","1,734.8","294.5","-22.5%","-0.2%","-21.2%","1.2%","-9.7%","-13.7%","-26.4%"
"Montgomery County","2005","928,710","21","157","1,109","909","3,729","16,509","2,671","25,105","1.4%","2,196","8.7%","6.6%","22,909","91.3%","0.9%","2,703.2","1.2%","236.5","6.4%","2,466.8","0.7%","2.3","16.9","119.4","97.9","401.5","1,777.6","287.6","16.5%","5.2%","29.3%","-12.5%","-4.4%","2.5%","-2.3%"
"Montgomery County","2006","930,123","19","145","1,261","879","3,932","17,466","2,640","26,342","4.9%","2,304","8.7%","4.9%","24,038","91.3%","4.9%","2,832.1","4.8%","247.7","4.8%","2,584.4","4.8%","2","15.6","135.6","94.5","422.7","1,877.8","283.8","-9.7%","-7.8%","13.5%","-3.4%","5.3%","5.6%","-1.3%"
"Montgomery County","2007","932,846","20","133","1,189","865","3,708","18,181","2,634","26,730","1.5%","2,207","8.3%","-4.2%","24,523","91.7%","2%","2,865.4","1.2%","236.6","-4.5%","2,628.8","1.7%","2.1","14.3","127.5","92.7","397.5","1,949","282.4","5%","-8.5%","-6%","-1.9%","-6%","3.8%","-0.5%"
"Montgomery County","2008","943,025","21","136","1,192","882","3,760","19,678","2,384","28,053","4.9%","2,231","8%","1.1%","25,822","92%","5.3%","2,974.8","3.8%","236.6","0%","2,738.2","4.2%","2.2","14.4","126.4","93.5","398.7","2,086.7","252.8","3.9%","1.2%","-0.8%","0.9%","0.3%","7.1%","-10.5%"
"Montgomery County","2009","963,898","13","130","1,062","957","3,142","19,106","1,824","26,234","-6.5%","2,162","8.2%","-3.1%","24,072","91.8%","-6.8%","2,721.7","-8.5%","224.3","-5.2%","2,497.4","-8.8%","1.3","13.5","110.2","99.3","326","1,982.2","189.2","-39.4%","-6.5%","-12.8%","6.2%","-18.2%","-5%","-25.1%"
"Montgomery County","2010","987,166","16","123","975","683","3,486","15,830","1,530","22,643","-13.7%","1,797","7.9%","-16.9%","20,846","92.1%","-13.4%","2,293.7","-15.7%","182","-18.8%","2,111.7","-15.4%","1.6","12.5","98.8","69.2","353.1","1,603.6","155","20.2%","-7.6%","-10.4%","-30.3%","8.3%","-19.1%","-18.1%"
"Montgomery County","2011","980,991","15","115","878","681","3,203","14,046","1,278","20,216","-10.7%","1,689","8.4%","-6%","18,527","91.6%","-11.1%","2,060.8","-10.2%","172.2","-5.4%","1,888.6","-10.6%","1.5","11.7","89.5","69.4","326.5","1,431.8","130.3","-5.7%","-5.9%","-9.4%","0.3%","-7.5%","-10.7%","-15.9%"
